#{"t_start": 1773830157.8098054, "env_id": "ALE/Galaxian-v5"}
r,l,t
550.0,2153,13.464931
1280.0,3241,17.78063
400.0,1345,19.698812
840.0,2321,22.915478
1070.0,3289,27.164001
410.0,1361,28.994199
990.0,2777,32.610487
620.0,1945,35.14412
1450.0,3497,39.505399
670.0,2041,42.41634
300.0,1057,43.952903
1370.0,4545,50.031309
660.0,1553,52.265196
740.0,1993,54.948811
1450.0,3849,60.080961
770.0,2337,63.106186
860.0,2449,101.282897
1600.0,3825,131.395823
300.0,1321,140.132588
1290.0,4097,168.907661
340.0,1041,175.864125
550.0,2409,194.206232
1120.0,3905,221.965662
1230.0,3961,250.753022
520.0,1521,261.578205
550.0,1377,271.266767
910.0,2441,288.692229
740.0,2257,305.162023
620.0,2537,323.751237
1030.0,3329,348.345557
580.0,2217,365.132556
630.0,1697,377.779859
1090.0,3001,450.204993
250.0,1417,464.956199
1140.0,4361,508.692398
780.0,2713,536.79277
620.0,1969,559.007746
520.0,1241,572.111977
690.0,2145,590.94424
1030.0,3193,616.806261
420.0,1345,627.386795
570.0,1681,640.554706
510.0,1257,650.434967
830.0,2281,670.02797
490.0,1369,680.901716
390.0,2065,697.488331
380.0,1937,714.505671
480.0,1201,724.038072
1080.0,2377,744.910418
600.0,1953,761.461592
640.0,2113,780.334687
210.0,1033,789.182819
210.0,1289,800.708484
630.0,2001,851.868938
620.0,1929,868.408599
570.0,1505,881.184951
360.0,1289,891.343318
420.0,1193,901.018342
780.0,2177,918.989049
800.0,2609,940.525777
880.0,2705,962.693372
780.0,2737,986.246497
390.0,1441,998.07452
590.0,1481,1011.371078
630.0,1841,1026.616596
300.0,1185,1037.147449
900.0,2441,1057.582838
950.0,3497,1086.562306
1290.0,4657,1123.99738
870.0,1689,1137.940141
930.0,2561,1158.650723
930.0,3481,1185.868206
390.0,1369,1256.066767
330.0,1265,1265.469859
360.0,993,1273.058637
90.0,1193,1282.457694
1230.0,2833,1306.200967
360.0,1513,1318.660211
1190.0,3081,1344.9441
650.0,2001,1361.244713
1020.0,2681,1386.433663
270.0,1137,1395.809014
370.0,1385,1408.41255
1050.0,2353,1432.307155
660.0,1569,1461.368356
730.0,2489,1500.012965
360.0,1193,1516.650695
1230.0,4681,1565.702513
590.0,3001,1592.747389
990.0,4305,1631.326628
900.0,2161,1685.989169
390.0,1593,1703.186092
870.0,2449,1728.98807
310.0,1353,1739.56148
1140.0,3337,1769.977899
600.0,1857,1789.354814
400.0,1265,1801.03623
940.0,3409,1832.426485
410.0,1217,1844.648442
570.0,2417,1869.103579
300.0,1025,1883.685323
750.0,2209,1912.807765
1370.0,4273,1966.081279
400.0,1625,1982.921772
710.0,3009,2014.921834
1390.0,5289,2074.066063
1200.0,4913,2220.428515
1260.0,2993,2248.823756
660.0,1345,2261.335895
740.0,3105,2288.937069
600.0,3161,2318.318404
590.0,1969,2344.449836
270.0,1225,2358.885554
360.0,1201,2372.144322
630.0,2441,2408.814886
910.0,2121,2431.242782
430.0,1809,2451.412111
240.0,1065,2463.076593
240.0,1009,2473.138852
800.0,2561,2500.124027
990.0,1897,2519.701125
390.0,2097,2542.055731
810.0,3001,2571.546017
1050.0,3353,2614.304576
970.0,2977,2650.491685
970.0,2833,2737.71366
920.0,3017,2765.053275
960.0,4233,2803.53169
